id,year,clearance,carclass,height,length,doorscount,width,fuelconsumption,bodytype,power,cost,availabilitycount,photo,mark,model,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,X,Y
1165,2010,180,J,1725,4770,5,1885,-1,ALLROAD_5_DOORS,188,1600000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfacc3cb968df7f45db997d70/cattouchret,Lexus,RX,,,,,,,-1.1135727,-7.496389
1166,2011,180,J,1725,4770,5,1885,-1,ALLROAD_5_DOORS,188,1900000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfacc3cb968df7f45db997d70/cattouchret,Lexus,RX,,,,,,,-1.1136427,-7.496455
1167,2012,175,J,1725,4770,5,1885,-1,ALLROAD_5_DOORS,188,2100000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4df357cf627237780796f232/cattouchret,Lexus,RX,,,,,,,-1.1028157,-7.4896345
1168,2013,175,J,1725,4770,5,1885,-1,ALLROAD_5_DOORS,188,2100000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4df357cf627237780796f232/cattouchret,Lexus,RX,,,,,,,-1.1028162,-7.4896374
1169,2014,175,J,1725,4770,5,1885,-1,ALLROAD_5_DOORS,188,2400000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4df357cf627237780796f232/cattouchret,Lexus,RX,,,,,,,-1.1028186,-7.489639
1170,2015,205,J,1710,5000,5,1895,-1,ALLROAD_5_DOORS,294,2400000,1,http://avatars.mds.yandex.net/get-verba/937147/2a000001609125b28e81b98e0217cea980cd/cattouchret,Lexus,RX,,,,,,,-10.514553,-7.946715
1171,2016,205,J,1710,5000,5,1895,-1,ALLROAD_5_DOORS,294,4000000,7,http://avatars.mds.yandex.net/get-verba/937147/2a000001609125b28e81b98e0217cea980cd/cattouchret,Lexus,RX,,,,,,,-10.5145235,-7.9475675
1172,2017,205,J,1710,5000,5,1895,-1,ALLROAD_5_DOORS,294,4000000,6,http://avatars.mds.yandex.net/get-verba/937147/2a000001609125b28e81b98e0217cea980cd/cattouchret,Lexus,RX,,,,,,,-10.514517,-7.9469256
1173,2018,205,J,1710,5000,5,1895,-1,ALLROAD_5_DOORS,294,4500000,9,http://avatars.mds.yandex.net/get-verba/937147/2a000001609125b28e81b98e0217cea980cd/cattouchret,Lexus,RX,,,,,,,-10.514498,-7.946687
1174,2019,200,J,1720,5000,5,1895,-1,ALLROAD_5_DOORS,294,4500000,8,http://avatars.mds.yandex.net/get-verba/1540742/2a0000016d1f71e1597e833d432fde7ac308/cattouchret,Lexus,RX,,,,,,,-10.512716,-7.9861774
1175,2020,200,J,1720,5000,5,1895,-1,ALLROAD_5_DOORS,294,5500000,8,http://avatars.mds.yandex.net/get-verba/1540742/2a0000016d1f71e1597e833d432fde7ac308/cattouchret,Lexus,RX,,,,,,,-10.512698,-7.986119
1176,2014,120,E,1461,4971,4,1945,-1,SEDAN,330,2900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfaa5811154385e88a6d54ffa/cattouchret,Maserati,Ghibli,,,,,,,-15.374959,0.3929233
1177,2018,145,E,1461,4971,4,1945,-1,SEDAN,350,6000000,1,http://avatars.mds.yandex.net/get-verba/216201/2a00000169e8ed7438319ffddfaf2ace67e6/cattouchret,Maserati,Ghibli,,,,,,,-15.274215,0.28237206
1178,2017,187,J,1679,5003,5,1968,-1,ALLROAD_5_DOORS,350,4500000,1,http://avatars.mds.yandex.net/get-verba/937147/2a00000168a8588ef26c7b06d18781237c82/cattouchret,Maserati,Levante,,,,,,,-9.271884,-6.2543764
1179,2018,187,J,1679,5003,5,1968,-1,ALLROAD_5_DOORS,350,6000000,3,http://avatars.mds.yandex.net/get-verba/937147/2a00000168a8588ef26c7b06d18781237c82/cattouchret,Maserati,Levante,,,,,,,-9.271729,-6.254399
1180,2010,120,F,1438,5097,4,1895,-1,SEDAN,400,2000000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d07740d70bb40b1758bfcb406/cattouchret,Maserati,Quattroporte,,,,,,,-16.668398,-2.4354317
1181,2013,145,F,1481,5262,4,1948,-1,SEDAN,410,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfcf4a48ea875857b2d8e1501/cattouchret,Maserati,Quattroporte,,,,,,,-17.502796,-3.6505632
1182,2010,150,B,1475,3920,5,1695,-1,HATCHBACK_5_DOORS,75,600000,1,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d704a7c2938c986df10cf90c4/cattouchret,Mazda,2,,,,,,,14.954017,11.813622
1183,2010,155,C,1470,4460,5,1755,-1,HATCHBACK_5_DOORS,105,650000,2,http://avatars.mds.yandex.net/get-verba/216201/2a0000016099e19181551ca112f2b3287183/cattouchret,Mazda,3,,,,,,,4.164092,1.8924592
1184,2011,155,C,1470,4460,5,1755,-1,HATCHBACK_5_DOORS,105,600000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609c15025d50e22f5d901b0004b2/cattouchret,Mazda,3,,,,,,,4.164325,1.8925569
1185,2011,155,C,1470,4580,4,1755,-1,SEDAN,105,700000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609a345da00964cf6d6eab7939f8/cattouchret,Mazda,3,,,,,,,-1.2258574,0.9783675
1186,2012,155,C,1470,4460,5,1755,-1,HATCHBACK_5_DOORS,105,650000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609c15025d50e22f5d901b0004b2/cattouchret,Mazda,3,,,,,,,4.164347,1.8924623
1188,2013,155,C,1450,4465,5,1795,-1,HATCHBACK_5_DOORS,120,1300000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d496dc080cc6c6a86661653ac/cattouchret,Mazda,3,,,,,,,3.151661,1.3222024
1189,2013,155,C,1450,4585,4,1795,-1,SEDAN,120,1000000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cff7881ae1e65d302f3e7d35b/cattouchret,Mazda,3,,,,,,,-1.3951995,2.5388489
1190,2014,155,C,1450,4465,5,1795,-1,HATCHBACK_5_DOORS,120,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d496dc080cc6c6a86661653ac/cattouchret,Mazda,3,,,,,,,3.1520183,1.3215457
1191,2014,155,C,1450,4585,4,1795,-1,SEDAN,120,1100000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cff7881ae1e65d302f3e7d35b/cattouchret,Mazda,3,,,,,,,-1.3950452,2.5391204
1192,2015,155,C,1450,4465,5,1795,-1,HATCHBACK_5_DOORS,120,1200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d496dc080cc6c6a86661653ac/cattouchret,Mazda,3,,,,,,,3.1518607,1.3213723
1193,2015,155,C,1450,4585,4,1795,-1,SEDAN,120,1200000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cff7881ae1e65d302f3e7d35b/cattouchret,Mazda,3,,,,,,,-1.395057,2.5390174
1194,2016,155,C,1450,4580,4,1795,-1,SEDAN,120,1400000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609071f5788b70d481b3d382ebbb/cattouchret,Mazda,3,,,,,,,-1.2377303,2.4809384
1195,2019,135,C,1435,4460,5,1795,-1,HATCHBACK_5_DOORS,120,2000000,2,http://avatars.mds.yandex.net/get-verba/997355/2a00000169547becee0f11da19701b2cfc89/cattouchret,Mazda,3,,,,,,,3.016616,1.5119004
1196,2010,165,D,1440,4755,4,1795,-1,SEDAN,120,750000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3dee9f9c56e78577b59b41dd/cattouchret,Mazda,6,,,,,,,-7.2767234,12.802224
1197,2011,165,D,1440,4755,5,1795,-1,LIFTBACK,120,750000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609b9d5e4cfe62502ff924e7cb23/cattouchret,Mazda,6,,,,,,,-7.2755313,12.803471
1198,2011,165,D,1440,4755,4,1795,-1,SEDAN,120,850000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3dee9f9c56e78577b59b41dd/cattouchret,Mazda,6,,,,,,,-7.275973,12.802006
1199,2012,165,D,1440,4755,5,1795,-1,LIFTBACK,120,900000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609b9d5e4cfe62502ff924e7cb23/cattouchret,Mazda,6,,,,,,,-7.275531,12.803469
1200,2012,165,D,1450,4870,4,1840,-1,SEDAN,150,1000000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609b242cf35aa12c55ae2f395fe0/cattouchret,Mazda,6,,,,,,,-15.993881,9.395093
1201,2013,165,D,1450,4870,4,1840,-1,SEDAN,150,1300000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609b242cf35aa12c55ae2f395fe0/cattouchret,Mazda,6,,,,,,,-15.9939575,9.394073
1202,2014,165,D,1450,4870,4,1840,-1,SEDAN,150,1400000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609b242cf35aa12c55ae2f395fe0/cattouchret,Mazda,6,,,,,,,-15.993959,9.394071
1203,2015,165,D,1450,4870,4,1840,-1,SEDAN,150,1500000,4,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d6f312e8bbb50abd440978ab6/cattouchret,Mazda,6,,,,,,,-15.993961,9.39407
1204,2016,165,D,1450,4870,4,1840,-1,SEDAN,150,1700000,6,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d6f312e8bbb50abd440978ab6/cattouchret,Mazda,6,,,,,,,-15.994117,9.39423
1205,2017,165,D,1450,4870,4,1840,-1,SEDAN,150,1800000,9,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d6f312e8bbb50abd440978ab6/cattouchret,Mazda,6,,,,,,,-15.993957,9.394072
1206,2018,165,D,1450,4870,4,1840,-1,SEDAN,150,2100000,5,http://avatars.mds.yandex.net/get-verba/937147/2a00000165001b8fc0a08aba06c1f273c787/cattouchret,Mazda,6,,,,,,,-15.994277,9.393887
1207,2019,165,D,1450,4870,4,1840,-1,SEDAN,150,2300000,6,http://avatars.mds.yandex.net/get-verba/937147/2a00000165001b8fc0a08aba06c1f273c787/cattouchret,Mazda,6,,,,,,,-15.994278,9.393886
1208,2020,165,D,1450,4870,4,1840,-1,SEDAN,150,2500000,5,http://avatars.mds.yandex.net/get-verba/937147/2a00000165001b8fc0a08aba06c1f273c787/cattouchret,Mazda,6,,,,,,,-15.994097,9.394379
1209,2010,207,J,1755,5075,4,1805,-1,PICKUP,143,800000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4d738906a62f8353497b86ad/cattouchret,Mazda,BT-50,,,,,,,-15.439893,-9.915087
1210,2020,180,C,1540,4395,5,1795,-1,ALLROAD_5_DOORS,150,2900000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016d439b2f8719a4c3ea89abff01d3/cattouchret,Mazda,CX-30,,,,,,,8.930845,2.6340027
1211,2011,215,J,1670,4555,5,1840,-1,ALLROAD_5_DOORS,150,1400000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0ce917ffe655e414d1c1d5fc/cattouchret,Mazda,CX-5,,,,,,,10.395519,-9.923997
1212,2012,215,J,1670,4555,5,1840,-1,ALLROAD_5_DOORS,150,1400000,9,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0ce917ffe655e414d1c1d5fc/cattouchret,Mazda,CX-5,,,,,,,10.395554,-9.923991
1213,2013,215,J,1670,4555,5,1840,-1,ALLROAD_5_DOORS,150,1400000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0ce917ffe655e414d1c1d5fc/cattouchret,Mazda,CX-5,,,,,,,10.395518,-9.924
1214,2014,215,J,1670,4555,5,1840,-1,ALLROAD_5_DOORS,150,1400000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0ce917ffe655e414d1c1d5fc/cattouchret,Mazda,CX-5,,,,,,,10.39533,-9.924513
1215,2015,215,J,1670,4555,5,1840,-1,ALLROAD_5_DOORS,150,1800000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d574532d7ff045ad9ab7f56f0/cattouchret,Mazda,CX-5,,,,,,,10.395552,-9.923993
1216,2016,210,J,1670,4555,5,1840,-1,ALLROAD_5_DOORS,150,1700000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d574532d7ff045ad9ab7f56f0/cattouchret,Mazda,CX-5,,,,,,,10.393015,-9.886605
1217,2017,192,J,1680,4550,5,1840,-1,ALLROAD_5_DOORS,150,2100000,14,http://avatars.mds.yandex.net/get-verba/937147/2a0000016093d043898f8ab491f5c7887d02/cattouchret,Mazda,CX-5,,,,,,,10.509588,-9.711929
1218,2018,192,J,1680,4550,5,1840,-1,ALLROAD_5_DOORS,150,2300000,11,http://avatars.mds.yandex.net/get-verba/937147/2a0000016093d043898f8ab491f5c7887d02/cattouchret,Mazda,CX-5,,,,,,,10.509376,-9.712437
1219,2019,192,J,1680,4550,5,1840,-1,ALLROAD_5_DOORS,150,2600000,5,http://avatars.mds.yandex.net/get-verba/937147/2a0000016093d043898f8ab491f5c7887d02/cattouchret,Mazda,CX-5,,,,,,,10.509385,-9.71247
1220,2020,192,J,1680,4550,5,1840,-1,ALLROAD_5_DOORS,150,2600000,3,http://avatars.mds.yandex.net/get-verba/937147/2a0000016093d043898f8ab491f5c7887d02/cattouchret,Mazda,CX-5,,,,,,,10.509503,-9.711996
1221,2010,208,J,1645,4680,5,1870,-1,ALLROAD_5_DOORS,238,800000,6,http://avatars.mds.yandex.net/get-verba/997355/2a000001609d5c1b22bc6ce87cf0d55d138f/cattouchret,Mazda,CX-7,,,,,,,1.8758897,-10.88164
1222,2011,208,J,1645,4680,5,1870,-1,ALLROAD_5_DOORS,238,850000,5,http://avatars.mds.yandex.net/get-verba/997355/2a000001609d5c1b22bc6ce87cf0d55d138f/cattouchret,Mazda,CX-7,,,,,,,1.8759764,-10.8815365
1223,2012,204,J,1728,5096,5,1936,-1,ALLROAD_5_DOORS,277,1500000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d662fe94779a18f0cf9100fe7/cattouchret,Mazda,CX-9,,,,,,,-11.383243,-10.677122
1224,2013,204,J,1728,5096,5,1936,-1,ALLROAD_5_DOORS,277,1200000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d662fe94779a18f0cf9100fe7/cattouchret,Mazda,CX-9,,,,,,,-11.383238,-10.677114
1225,2016,220,J,1747,5075,5,1969,-1,ALLROAD_5_DOORS,231,2600000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ae5454d319bfe1bceeb31e76/cattouchret,Mazda,CX-9,,,,,,,-11.1422615,-10.645286
1226,2017,220,J,1747,5075,5,1969,-1,ALLROAD_5_DOORS,231,2700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ae5454d319bfe1bceeb31e76/cattouchret,Mazda,CX-9,,,,,,,-11.142234,-10.64527
1227,2018,220,J,1747,5075,5,1969,-1,ALLROAD_5_DOORS,231,3000000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ae5454d319bfe1bceeb31e76/cattouchret,Mazda,CX-9,,,,,,,-11.142262,-10.645286
1228,2016,145,B,1500,4060,5,1695,-1,HATCHBACK_5_DOORS,92,900000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d60afacdfb176d47d62747a13/cattouchret,Mazda,Demio,,,,,,,15.263784,8.72678
1229,2013,155,M,1640,3395,5,1475,-1,MINIVAN,52,450000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160957a2fb7a8b8f95fd3946ce7ae/cattouchret,Mazda,Flair,,,,,,,8.517724,18.64472
1230,2015,150,M,1640,3395,5,1475,-1,MINIVAN,52,500000,1,http://avatars.mds.yandex.net/get-verba/937147/2a0000016092cbd86337abf360f7437c2432/cattouchret,Mazda,Flair,,,,,,,8.518121,18.644972
1231,2017,150,M,1650,3395,5,1475,-1,MINIVAN,52,800000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016090e9ea28300824a10ef81efe7d/cattouchret,Mazda,Flair,,,,,,,8.489275,18.643076
1232,2017,180,M,1665,3395,5,1475,-1,MINIVAN,52,800000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160971e3989e3ed00c6a8a2aae969/cattouchret,Mazda,Flair Crossover,,,,,,,8.444857,18.63908
1233,2016,150,M,1910,3395,5,1475,-1,MINIVAN,64,850000,1,http://avatars.mds.yandex.net/get-verba/937147/2a000001608db87f78f4231f4ebee53ace50/cattouchret,Mazda,Scrum,,,,,,,8.001633,18.566746
1234,2012,135,B,1432,3961,5,1683,-1,HATCHBACK_3_DOORS,184,1100000,1,http://avatars.mds.yandex.net/get-verba/216201/2a0000016099e1a7c98ee582169371e74ebe/cattouchret,MINI,Clubman,,,,,,,15.6852865,12.736402
1235,2013,135,B,1432,3961,5,1683,-1,HATCHBACK_3_DOORS,184,1100000,1,http://avatars.mds.yandex.net/get-verba/216201/2a0000016099e1a7c98ee582169371e74ebe/cattouchret,MINI,Clubman,,,,,,,15.685291,12.736413
1236,2016,141,B,1441,4253,5,1800,-1,WAGON,231,1800000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609036c5f7d35c8c78b8774b28bd/cattouchret,MINI,Clubman,,,,,,,3.0071042,14.53648
1237,2017,141,B,1441,4253,5,1800,-1,WAGON,231,2400000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609036c5f7d35c8c78b8774b28bd/cattouchret,MINI,Clubman,,,,,,,3.00706,14.536507
1238,2019,140,B,1441,4253,5,1800,-1,WAGON,306,3500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000017370669c838870254c392a14f781/cattouchret,MINI,Clubman,,,,,,,2.857329,14.66252
1239,2020,140,B,1441,4253,5,1800,-1,WAGON,306,2600000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000017370669c838870254c392a14f781/cattouchret,MINI,Clubman,,,,,,,2.8573613,14.662499
1240,2011,149,J,1561,4097,5,1789,-1,ALLROAD_5_DOORS,122,1200000,6,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609ceb42609a9d751bddb2117782/cattouchret,MINI,Countryman,,,,,,,18.077236,4.7800355
1241,2012,149,J,1561,4097,5,1789,-1,ALLROAD_5_DOORS,122,1400000,8,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609ceb42609a9d751bddb2117782/cattouchret,MINI,Countryman,,,,,,,18.077227,4.780038
1242,2013,149,J,1561,4097,5,1789,-1,ALLROAD_5_DOORS,122,1400000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609ceb42609a9d751bddb2117782/cattouchret,MINI,Countryman,,,,,,,18.077032,4.780276
1243,2015,149,J,1561,4097,5,1789,-1,ALLROAD_5_DOORS,122,1500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609ceb42609a9d751bddb2117782/cattouchret,MINI,Countryman,,,,,,,18.07722,4.780039
1244,2016,165,J,1557,4299,5,1822,-1,ALLROAD_5_DOORS,231,2200000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609502267f24f68bbea8471318a9/cattouchret,MINI,Countryman,,,,,,,11.468933,3.1262515
1245,2017,165,J,1557,4299,5,1822,-1,ALLROAD_5_DOORS,231,2400000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609502267f24f68bbea8471318a9/cattouchret,MINI,Countryman,,,,,,,11.468916,3.126251
1246,2018,165,J,1557,4299,5,1822,-1,ALLROAD_5_DOORS,231,2800000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609502267f24f68bbea8471318a9/cattouchret,MINI,Countryman,,,,,,,11.468919,3.1262515
1247,2020,165,J,1557,4297,5,1822,-1,ALLROAD_5_DOORS,192,2900000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001733d1d2520925cf519c4ef33e2be/cattouchret,MINI,Countryman,,,,,,,11.477939,3.1044383
1248,2012,139,A,1378,3728,2,1683,-1,COUPE,211,1200000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d5f0da56a51ebf8e0aa1627bb/cattouchret,MINI,Coupe,,,,,,,14.802597,14.337306
1249,2010,130,B,1407,3758,3,1683,-1,HATCHBACK_3_DOORS,211,850000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d647879d1fa5efc352e3b32c4/cattouchret,MINI,Hatch,,,,,,,14.867405,14.220964
1250,2011,130,B,1407,3758,3,1683,-1,HATCHBACK_3_DOORS,211,1200000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d647879d1fa5efc352e3b32c4/cattouchret,MINI,Hatch,,,,,,,14.867445,14.220934
1251,2012,130,B,1407,3758,3,1683,-1,HATCHBACK_3_DOORS,211,1000000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d647879d1fa5efc352e3b32c4/cattouchret,MINI,Hatch,,,,,,,14.867414,14.220952
1252,2013,143,B,1414,3874,3,1727,-1,HATCHBACK_3_DOORS,231,1100000,6,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ceddc80fcf7d1f8aea43bde8c/cattouchret,MINI,Hatch,,,,,,,15.2598715,13.753094
1253,2014,146,B,1425,3982,5,1727,-1,HATCHBACK_5_DOORS,136,1700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf5cea1c206a411e30808a602/cattouchret,MINI,Hatch,,,,,,,15.811878,12.133781
1254,2014,143,B,1414,3874,3,1727,-1,HATCHBACK_3_DOORS,231,1300000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ceddc80fcf7d1f8aea43bde8c/cattouchret,MINI,Hatch,,,,,,,15.259872,13.75309
1255,2015,143,B,1414,3874,3,1727,-1,HATCHBACK_3_DOORS,231,2200000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ceddc80fcf7d1f8aea43bde8c/cattouchret,MINI,Hatch,,,,,,,15.259882,13.753106
1256,2016,143,B,1414,3874,3,1727,-1,HATCHBACK_3_DOORS,231,2200000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ceddc80fcf7d1f8aea43bde8c/cattouchret,MINI,Hatch,,,,,,,15.259888,13.753115
1257,2017,143,B,1414,3874,3,1727,-1,HATCHBACK_3_DOORS,231,2300000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ceddc80fcf7d1f8aea43bde8c/cattouchret,MINI,Hatch,,,,,,,15.25988,13.753104
1258,2018,124,B,1414,3850,3,1727,-1,HATCHBACK_3_DOORS,184,2200000,4,http://avatars.mds.yandex.net/get-verba/997355/2a0000016363c13eb0c42de5957e45d61fd5/cattouchret,MINI,Hatch,,,,,,,15.158101,13.768258
1259,2019,146,B,1425,4005,5,1727,-1,HATCHBACK_5_DOORS,136,2000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000163640f3801470005969ec7333c03/cattouchret,MINI,Hatch,,,,,,,15.93539,12.036935
1260,2019,124,B,1414,3850,3,1727,-1,HATCHBACK_3_DOORS,184,2000000,1,http://avatars.mds.yandex.net/get-verba/997355/2a0000016363c13eb0c42de5957e45d61fd5/cattouchret,MINI,Hatch,,,,,,,15.158107,13.768227
1261,2020,124,B,1414,3850,3,1727,-1,HATCHBACK_3_DOORS,184,2600000,5,http://avatars.mds.yandex.net/get-verba/997355/2a0000016363c13eb0c42de5957e45d61fd5/cattouchret,MINI,Hatch,,,,,,,15.158145,13.7682295
1262,2010,195,J,1625,4295,5,1770,-1,ALLROAD_5_DOORS,117,850000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d56f6930902daec0a203bf1ea/cattouchret,Mitsubishi,ASX,,,,,,,16.069841,-1.1751504
1263,2011,195,J,1625,4295,5,1770,-1,ALLROAD_5_DOORS,117,850000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d56f6930902daec0a203bf1ea/cattouchret,Mitsubishi,ASX,,,,,,,16.06966,-1.1740708
1264,2012,195,J,1625,4295,5,1770,-1,ALLROAD_5_DOORS,140,1000000,9,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cecca542f69d7889578effa33/cattouchret,Mitsubishi,ASX,,,,,,,16.105703,-1.2104411
1265,2013,195,J,1625,4295,5,1770,-1,ALLROAD_5_DOORS,140,850000,10,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cecca542f69d7889578effa33/cattouchret,Mitsubishi,ASX,,,,,,,16.105707,-1.210449
1266,2014,195,J,1625,4295,5,1770,-1,ALLROAD_5_DOORS,140,1100000,12,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cecca542f69d7889578effa33/cattouchret,Mitsubishi,ASX,,,,,,,16.105783,-1.2103814
1267,2017,195,J,1615,4295,5,1770,-1,ALLROAD_5_DOORS,117,1500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016094c54469ab22771cb5eaed5f77/cattouchret,Mitsubishi,ASX,,,,,,,15.971511,-1.0593047
1268,2018,195,J,1615,4295,5,1770,-1,ALLROAD_5_DOORS,117,1700000,5,http://avatars.mds.yandex.net/get-verba/787013/2a0000016094c54469ab22771cb5eaed5f77/cattouchret,Mitsubishi,ASX,,,,,,,15.971502,-1.0593191
1269,2019,195,J,1615,4295,5,1770,-1,ALLROAD_5_DOORS,117,2100000,3,http://avatars.mds.yandex.net/get-verba/787013/2a0000016094c54469ab22771cb5eaed5f77/cattouchret,Mitsubishi,ASX,,,,,,,15.971651,-1.0592557
1270,2018,183,J,1685,4405,5,1805,-1,ALLROAD_5_DOORS,150,2100000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001608fbd9051ab85a5cc0aacf93756/cattouchret,Mitsubishi,Eclipse Cross,,,,,,,12.493956,-4.754087
1271,2019,183,J,1685,4405,5,1805,-1,ALLROAD_5_DOORS,150,2100000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001608fbd9051ab85a5cc0aacf93756/cattouchret,Mitsubishi,Eclipse Cross,,,,,,,12.493955,-4.7540855
1272,2010,200,J,1775,5115,2,1750,-1,PICKUP,136,1100000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609b60e9b10fa31f1e3a04751e58/cattouchret,Mitsubishi,L200,,,,,,,-15.608635,-10.081464
1273,2012,200,J,1775,5115,2,1750,-1,PICKUP,136,1100000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609b60e9b10fa31f1e3a04751e58/cattouchret,Mitsubishi,L200,,,,,,,-15.608638,-10.08146
1274,2013,205,J,1775,5260,4,1750,-1,PICKUP,136,900000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0e8e516089a113e5f15ff5ea/cattouchret,Mitsubishi,L200,,,,,,,-16.001728,-10.636791
1275,2014,205,J,1775,5260,4,1750,-1,PICKUP,136,1700000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0e8e516089a113e5f15ff5ea/cattouchret,Mitsubishi,L200,,,,,,,-16.001781,-10.6358795
1276,2015,205,J,1775,5205,4,1785,-1,PICKUP,154,1800000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160939360c761d7f9610509b1f5a1/cattouchret,Mitsubishi,L200,,,,,,,-15.862584,-10.497546
1277,2017,205,J,1775,5205,4,1785,-1,PICKUP,154,2500000,5,http://avatars.mds.yandex.net/get-verba/787013/2a00000160939360c761d7f9610509b1f5a1/cattouchret,Mitsubishi,L200,,,,,,,-15.862586,-10.497586
1278,2019,200,J,1775,5225,4,1815,-1,PICKUP,154,3000000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001690f71f802f76a2f6853e2f86f7e/cattouchret,Mitsubishi,L200,,,,,,,-15.89123,-10.649149
1279,2010,165,C,1505,4570,4,1760,-1,SEDAN,109,500000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609bda17487cc63d8b957ab4aab2/cattouchret,Mitsubishi,Lancer,,,,,,,-1.6374617,0.32942042
