id,year,clearance,carclass,height,length,doorscount,width,fuelconsumption,bodytype,power,cost,availabilitycount,photo,mark,model,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,X,Y
299,2020,254,J,1705,4986,5,1995,-1,ALLROAD_5_DOORS,249,8500000,2,http://avatars.mds.yandex.net/get-verba/787013/2a00000164027db46a09726080d4e253973c/cattouchret,Audi,Q8,,,,,,,-8.645922,-8.301842
300,2016,140,C,1392,4466,4,1796,-1,SEDAN,310,2800000,1,http://avatars.mds.yandex.net/get-verba/937147/2a0000016093cf90d4019ddf0589e9ee16a8/cattouchret,Audi,S3,,,,,,,-0.1899908,13.957042
301,2010,130,D,1415,4717,5,1826,-1,WAGON,333,2000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfd9d3832406d3547af92352d/cattouchret,Audi,S4,,,,,,,-9.816835,2.42566
302,2013,120,D,1406,4716,4,1826,-1,SEDAN,333,1900000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609cebcd304254794dccc24c1dc5/cattouchret,Audi,S4,,,,,,,-9.83196,2.4113522
303,2012,120,D,1369,4640,2,1854,-1,COUPE,333,1700000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d62cc4fcdf4584fff78216ada/cattouchret,Audi,S5,,,,,,,-3.0157454,8.4691105
304,2017,140,D,1368,4692,2,1846,-1,COUPE,354,4500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016090ae2ad56b91bec4428fa0fe3a/cattouchret,Audi,S5,,,,,,,-9.759951,2.3679316
305,2019,120,D,1384,4765,5,1843,-1,LIFTBACK,341,5000000,1,http://avatars.mds.yandex.net/get-verba/1540742/2a0000016f1e99279657c2956e0b715d10d8/cattouchret,Audi,S5,,,,,,,-10.44,2.2002301
306,2013,120,E,1408,4980,5,1911,-1,LIFTBACK,420,3000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d12cb391d1e9e72c6d2dc866f/cattouchret,Audi,S7,,,,,,,-14.63109,-0.13815801
307,2020,140,F,1474,5179,4,1945,-1,SEDAN,571,20000000,1,http://avatars.mds.yandex.net/get-verba/997355/2a0000016e6e2f7b0f5041d3d3f191b4ee1c/cattouchret,Audi,S8,,,,,,,-15.6311455,-3.0452783
308,2020,235,J,1708,5006,5,1995,-1,ALLROAD_5_DOORS,422,20000000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016d554747ad724324f92aaae403d3/cattouchret,Audi,SQ8,,,,,,,-9.296037,-5.9933143
309,2015,120,S,1353,4177,2,1832,-1,COUPE,180,2900000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d02e6e0e0edebcd2f79c2bc48/cattouchret,Audi,TT,,,,,,,5.3823757,14.5449
310,2015,120,S,1343,4191,2,1832,-1,COUPE,310,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d49bd81b83296aff01a1ac5a2/cattouchret,Audi,TTS,,,,,,,3.228145,14.914032
311,2010,147,C,1423,4360,2,1748,-1,COUPE,177,1400000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609cfff58d7f4f3f389e2902dd95/cattouchret,BMW,1ER,,,,,,,3.8066037,12.473691
312,2010,145,C,1421,4239,5,1748,-1,HATCHBACK_5_DOORS,115,650000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d61c0f5da05147e6c2121e905/cattouchret,BMW,1ER,,,,,,,7.7625546,13.0207
313,2010,145,C,1421,4239,3,1748,-1,HATCHBACK_3_DOORS,115,750000,1,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d329f68c20740236c6f60f633/cattouchret,BMW,1ER,,,,,,,7.7626553,13.02091
314,2011,140,C,1421,4324,5,1765,-1,HATCHBACK_5_DOORS,136,800000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d34ffe92428d15990c06d173b/cattouchret,BMW,1ER,,,,,,,4.589393,12.362262
315,2011,140,C,1421,4324,3,1765,-1,HATCHBACK_3_DOORS,95,700000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d575e0b73ebce6c14a8a3358c/cattouchret,BMW,1ER,,,,,,,5.0689726,11.783126
316,2012,140,C,1421,4324,5,1765,-1,HATCHBACK_5_DOORS,136,1300000,9,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d34ffe92428d15990c06d173b/cattouchret,BMW,1ER,,,,,,,4.591395,12.36232
317,2013,140,C,1421,4324,5,1765,-1,HATCHBACK_5_DOORS,136,900000,4,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d34ffe92428d15990c06d173b/cattouchret,BMW,1ER,,,,,,,4.5914307,12.3623
318,2013,140,C,1421,4324,3,1765,-1,HATCHBACK_3_DOORS,95,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d575e0b73ebce6c14a8a3358c/cattouchret,BMW,1ER,,,,,,,5.0693893,11.782665
319,2015,140,C,1440,4329,5,1765,-1,HATCHBACK_5_DOORS,136,1700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160980c8368445528b16af6daab3d/cattouchret,BMW,1ER,,,,,,,4.5455546,12.280033
320,2016,140,C,1440,4329,5,1765,-1,HATCHBACK_5_DOORS,136,1500000,5,http://avatars.mds.yandex.net/get-verba/787013/2a00000160980c8368445528b16af6daab3d/cattouchret,BMW,1ER,,,,,,,4.5459414,12.279988
321,2017,140,C,1421,4329,5,1765,-1,HATCHBACK_5_DOORS,136,1700000,5,http://avatars.mds.yandex.net/get-verba/787013/2a00000160980dfaeeaebcff61501a98f858/cattouchret,BMW,1ER,,,,,,,4.5302515,12.337658
322,2018,140,C,1421,4329,5,1765,-1,HATCHBACK_5_DOORS,136,1900000,5,http://avatars.mds.yandex.net/get-verba/787013/2a00000160980dfaeeaebcff61501a98f858/cattouchret,BMW,1ER,,,,,,,4.5292797,12.337661
323,2019,153,C,1434,4319,5,1799,-1,HATCHBACK_5_DOORS,116,2100000,2,http://avatars.mds.yandex.net/get-verba/1540742/2a0000016b07e14411d8f055b5f3d28dfa79/cattouchret,BMW,1ER,,,,,,,5.2388253,12.351631
324,2011,110,C,1420,4380,2,1803,-1,COUPE,340,4500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d020eb8622c50e80f07fa5145/cattouchret,BMW,M1,,,,,,,0.34477195,14.115507
325,2017,140,C,1418,4432,2,1774,-1,COUPE,136,2500000,1,http://avatars.mds.yandex.net/get-verba/937147/2a000001609356a6848aa29da4bf212f8fe7/cattouchret,BMW,2ER,,,,,,,2.9359176,1.7597692
326,2020,152,C,1420,4526,4,1800,-1,SEDAN,140,2700000,4,http://avatars.mds.yandex.net/get-verba/1540742/2a0000016dd922a37f51a7e5b0458726b28d/cattouchret,BMW,2ER,,,,,,,0.82488036,2.241012
327,2017,156,M,1555,4342,5,1800,-1,MINIVAN,136,1600000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d37c8da9cc5fee08322bafba1/cattouchret,BMW,2ACTIVETOURER,,,,,,,11.723665,1.0541162
328,2016,165,M,1641,4556,5,1800,-1,MINIVAN,95,1700000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d59cd63f601725844e6717110/cattouchret,BMW,2GRANDTOURER,,,,,,,10.200699,-8.175375
329,2010,143,D,1395,4580,2,1782,-1,COUPE,156,1300000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a2d20b352643d43c22767ab/cattouchret,BMW,3ER,,,,,,,-1.3127433,4.3212285
330,2010,143,D,1421,4531,4,1817,-1,SEDAN,136,900000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d53e9a53ce34b526418827b97/cattouchret,BMW,3ER,,,,,,,0.8099166,2.3302338
331,2011,140,D,1429,4624,5,1811,-1,WAGON,184,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609b9d5a50d50d84838dbda95e73/cattouchret,BMW,3ER,,,,,,,-2.7444503,5.7319784
332,2011,140,D,1413,4624,4,1811,-1,SEDAN,136,1300000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfc0d8e83f1e741837ecb3c39/cattouchret,BMW,3ER,,,,,,,-3.2023337,5.215235
333,2012,140,D,1413,4624,4,1811,-1,SEDAN,136,1400000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfc0d8e83f1e741837ecb3c39/cattouchret,BMW,3ER,,,,,,,-3.2007551,5.2158175
334,2013,165,D,1508,4824,5,1828,-1,LIFTBACK,184,1400000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d0ae45081ba7f04e1fe785b4e/cattouchret,BMW,3ER,,,,,,,-11.543582,9.356984
335,2013,140,D,1413,4624,4,1811,-1,SEDAN,136,1500000,15,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfc0d8e83f1e741837ecb3c39/cattouchret,BMW,3ER,,,,,,,-3.2008832,5.215047
336,2014,165,D,1508,4824,5,1828,-1,LIFTBACK,184,1700000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d0ae45081ba7f04e1fe785b4e/cattouchret,BMW,3ER,,,,,,,-11.543603,9.357002
337,2014,140,D,1413,4624,4,1811,-1,SEDAN,136,1600000,25,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfc0d8e83f1e741837ecb3c39/cattouchret,BMW,3ER,,,,,,,-3.202333,5.2152357
338,2015,165,D,1508,4824,5,1828,-1,LIFTBACK,190,2200000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160966a95c76f3c886d6c42238e2d/cattouchret,BMW,3ER,,,,,,,-11.522537,9.300063
339,2015,140,D,1429,4633,4,1811,-1,SEDAN,136,1600000,7,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609484b91b910055688434e6c2be/cattouchret,BMW,3ER,,,,,,,-3.425369,5.0682654
340,2016,165,D,1508,4824,5,1828,-1,LIFTBACK,190,2000000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160966a95c76f3c886d6c42238e2d/cattouchret,BMW,3ER,,,,,,,-11.522693,9.30014
341,2016,140,D,1429,4633,5,1811,-1,WAGON,136,1700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d52b5ad7d5d0fe4cef352d5b7/cattouchret,BMW,3ER,,,,,,,-3.4250116,5.068298
342,2016,140,D,1429,4633,4,1811,-1,SEDAN,136,2000000,13,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609484b91b910055688434e6c2be/cattouchret,BMW,3ER,,,,,,,-3.4253712,5.0682635
343,2017,165,D,1508,4824,5,1828,-1,LIFTBACK,190,2700000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160966a95c76f3c886d6c42238e2d/cattouchret,BMW,3ER,,,,,,,-11.522539,9.30007
344,2017,140,D,1429,4633,5,1811,-1,WAGON,136,2000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d52b5ad7d5d0fe4cef352d5b7/cattouchret,BMW,3ER,,,,,,,-3.4250202,5.0682945
345,2017,140,D,1429,4633,4,1811,-1,SEDAN,136,1900000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609484b91b910055688434e6c2be/cattouchret,BMW,3ER,,,,,,,-3.4254181,5.068348
346,2018,136,D,1442,4709,4,1827,-1,SEDAN,150,2400000,5,http://avatars.mds.yandex.net/get-verba/997355/2a000001663941f1a614747bd8a5b77b64d2/cattouchret,BMW,3ER,,,,,,,-6.074673,9.960319
347,2019,136,D,1442,4709,4,1827,-1,SEDAN,150,3500000,7,http://avatars.mds.yandex.net/get-verba/997355/2a000001663941f1a614747bd8a5b77b64d2/cattouchret,BMW,3ER,,,,,,,-6.0746365,9.960427
348,2020,136,D,1442,4709,4,1827,-1,SEDAN,150,4500000,5,http://avatars.mds.yandex.net/get-verba/997355/2a000001663941f1a614747bd8a5b77b64d2/cattouchret,BMW,3ER,,,,,,,-6.074636,9.960443
349,2010,145,E,1559,4998,5,1901,-1,LIFTBACK,306,1700000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf8fe9ae18b616f6d728b6138/cattouchret,BMW,5ER,,,,,,,-16.085577,-1.0588529
350,2010,141,E,1464,4899,4,1860,-1,SEDAN,184,1300000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4c6319c22b3603edb331892a/cattouchret,BMW,5ER,,,,,,,-15.789797,6.7357845
351,2011,145,E,1559,4998,5,1901,-1,LIFTBACK,306,1500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf8fe9ae18b616f6d728b6138/cattouchret,BMW,5ER,,,,,,,-16.085546,-1.0588782
352,2011,141,E,1464,4899,4,1860,-1,SEDAN,184,1700000,14,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4c6319c22b3603edb331892a/cattouchret,BMW,5ER,,,,,,,-15.789763,6.735817
353,2012,145,E,1559,4998,5,1901,-1,LIFTBACK,306,1900000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf8fe9ae18b616f6d728b6138/cattouchret,BMW,5ER,,,,,,,-16.085585,-1.0588509
354,2012,141,E,1464,4899,4,1860,-1,SEDAN,184,1600000,17,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4c6319c22b3603edb331892a/cattouchret,BMW,5ER,,,,,,,-15.789775,6.73584
355,2013,141,E,1491,5055,4,1860,-1,SEDAN,184,1900000,20,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090359162f112eb952bdb7e7608/cattouchret,BMW,5ER,,,,,,,-18.664177,-0.44978833
356,2014,145,E,1559,5004,5,1901,-1,LIFTBACK,306,2600000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609c16d0b97ba0c2752804dde791/cattouchret,BMW,5ER,,,,,,,-16.109652,-1.0768905
357,2014,141,E,1491,5055,4,1860,-1,SEDAN,184,2100000,11,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090359162f112eb952bdb7e7608/cattouchret,BMW,5ER,,,,,,,-18.664303,-0.44989184
358,2015,141,E,1491,5055,4,1860,-1,SEDAN,184,1900000,11,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090359162f112eb952bdb7e7608/cattouchret,BMW,5ER,,,,,,,-18.664213,-0.4497876
359,2016,141,E,1491,5055,4,1860,-1,SEDAN,184,2000000,15,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090359162f112eb952bdb7e7608/cattouchret,BMW,5ER,,,,,,,-18.664225,-0.44978663
360,2017,144,E,1479,4936,4,1868,-1,SEDAN,190,2800000,17,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160962e4472f0e84593524726c2fb/cattouchret,BMW,5ER,,,,,,,-16.698334,4.334197
361,2018,140,E,1498,4943,5,1868,-1,WAGON,190,2800000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160975a4525fea4e34fe423ee611b/cattouchret,BMW,5ER,,,,,,,-16.505173,4.2216473
362,2018,144,E,1479,4936,4,1868,-1,SEDAN,190,2900000,22,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160962e4472f0e84593524726c2fb/cattouchret,BMW,5ER,,,,,,,-16.698332,4.3341966
363,2019,144,E,1479,4936,4,1868,-1,SEDAN,190,3000000,20,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160962e4472f0e84593524726c2fb/cattouchret,BMW,5ER,,,,,,,-16.698343,4.3341985
364,2020,144,E,1479,4963,4,1868,-1,SEDAN,184,4500000,11,http://avatars.mds.yandex.net/get-verba/787013/2a00000175b1eef6f01b60ce9cb36a79f2b9/cattouchret,BMW,5ER,,,,,,,-16.897686,3.9479594
365,2011,124,E,1369,4894,2,1894,-1,COUPE,320,2000000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d5602332f88ebc2ccad5e36bd/cattouchret,BMW,6ER,,,,,,,-11.991523,1.6998717
366,2012,124,E,1369,4894,2,1894,-1,COUPE,320,2300000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d5602332f88ebc2ccad5e36bd/cattouchret,BMW,6ER,,,,,,,-11.99145,1.6999042
367,2012,126,E,1392,5007,4,1894,-1,SEDAN,320,2100000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c522925f0d27e5de3c9579d8c/cattouchret,BMW,6ER,,,,,,,-15.552834,0.37355784
368,2013,124,E,1369,4894,2,1894,-1,COUPE,320,2200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d5602332f88ebc2ccad5e36bd/cattouchret,BMW,6ER,,,,,,,-11.991445,1.6999046
369,2013,126,E,1392,5007,4,1894,-1,SEDAN,320,2500000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c522925f0d27e5de3c9579d8c/cattouchret,BMW,6ER,,,,,,,-15.552833,0.37355778
370,2014,126,E,1392,5007,4,1894,-1,SEDAN,320,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c522925f0d27e5de3c9579d8c/cattouchret,BMW,6ER,,,,,,,-15.552878,0.37360516
371,2017,145,E,1538,5091,5,1902,-1,LIFTBACK,190,4500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ad112de2be1e05819bfeaa12/cattouchret,BMW,6ER,,,,,,,-18.565998,-0.9276451
372,2018,145,E,1538,5091,5,1902,-1,LIFTBACK,190,4500000,4,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ad112de2be1e05819bfeaa12/cattouchret,BMW,6ER,,,,,,,-18.565966,-0.9276577
373,2019,145,E,1538,5091,5,1902,-1,LIFTBACK,190,5500000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ad112de2be1e05819bfeaa12/cattouchret,BMW,6ER,,,,,,,-18.565987,-0.92770976
374,2020,138,E,1538,5091,5,1902,-1,LIFTBACK,249,6500000,1,http://avatars.mds.yandex.net/get-verba/937147/2a00000175b2268e13a930df2dde817439d1/cattouchret,BMW,6ER,,,,,,,-18.13021,-1.380676
375,2010,144,F,1497,5072,4,1902,-1,SEDAN,326,2100000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d132bd97c12b786e5ea8680c9/cattouchret,BMW,7ER,,,,,,,-17.088064,-1.9188521
376,2011,144,F,1497,5072,4,1902,-1,SEDAN,326,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d132bd97c12b786e5ea8680c9/cattouchret,BMW,7ER,,,,,,,-17.087906,-1.9189608
377,2012,152,F,1471,5079,4,1902,-1,SEDAN,258,1900000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d4726a5c140eaaf91a6fec7d1/cattouchret,BMW,7ER,,,,,,,-17.90655,-1.6091617
378,2013,152,F,1471,5079,4,1902,-1,SEDAN,258,1900000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d4726a5c140eaaf91a6fec7d1/cattouchret,BMW,7ER,,,,,,,-17.906559,-1.609162
379,2014,152,F,1471,5079,4,1902,-1,SEDAN,258,1900000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d4726a5c140eaaf91a6fec7d1/cattouchret,BMW,7ER,,,,,,,-17.906542,-1.6091619
380,2015,135,F,1467,5098,4,1902,-1,SEDAN,249,2600000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001608ff9684d4ea44b0b3087a56b56/cattouchret,BMW,7ER,,,,,,,-18.01875,-1.7139392
381,2016,135,F,1467,5098,4,1902,-1,SEDAN,249,5500000,5,http://avatars.mds.yandex.net/get-verba/216201/2a000001608ff9684d4ea44b0b3087a56b56/cattouchret,BMW,7ER,,,,,,,-18.018951,-1.7137873
382,2017,135,F,1467,5098,4,1902,-1,SEDAN,249,4000000,9,http://avatars.mds.yandex.net/get-verba/216201/2a000001608ff9684d4ea44b0b3087a56b56/cattouchret,BMW,7ER,,,,,,,-18.01884,-1.7138612
383,2018,135,F,1467,5098,4,1902,-1,SEDAN,249,7500000,6,http://avatars.mds.yandex.net/get-verba/216201/2a000001608ff9684d4ea44b0b3087a56b56/cattouchret,BMW,7ER,,,,,,,-18.019093,-1.7137092
384,2019,152,F,1479,5260,4,1902,-1,SEDAN,249,8500000,2,http://avatars.mds.yandex.net/get-verba/937147/2a000001685adccc370870f1d0556a2095b2/cattouchret,BMW,7ER,,,,,,,-18.107674,-3.4487126
385,2020,152,F,1479,5260,4,1902,-1,SEDAN,249,8000000,3,http://avatars.mds.yandex.net/get-verba/937147/2a000001685adccc370870f1d0556a2095b2/cattouchret,BMW,7ER,,,,,,,-18.1076,-3.4486334
386,2018,121,S,1346,4851,2,1902,-1,COUPE,320,7000000,2,http://avatars.mds.yandex.net/get-verba/997355/2a000001640c87c0906206bddb2904dc1204/cattouchret,BMW,8ER,,,,,,,-11.694227,1.8618548
387,2019,121,S,1346,4851,2,1902,-1,COUPE,320,9000000,1,http://avatars.mds.yandex.net/get-verba/997355/2a000001640c87c0906206bddb2904dc1204/cattouchret,BMW,8ER,,,,,,,-11.694262,1.8618269
388,2020,121,S,1346,4851,2,1902,-1,COUPE,320,7000000,1,http://avatars.mds.yandex.net/get-verba/997355/2a000001640c87c0906206bddb2904dc1204/cattouchret,BMW,8ER,,,,,,,-11.694238,1.8618563
389,2016,140,B,1578,3999,5,1775,-1,HATCHBACK_5_DOORS,170,1400000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d07f46866eb864e76b6bd0eb7/cattouchret,BMW,i3,,,,,,,18.179497,7.623271
390,2018,139,B,1598,4011,5,1775,-1,HATCHBACK_5_DOORS,170,2900000,3,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ea09d65f9a24757d3c6200c7/cattouchret,BMW,i3,,,,,,,18.256104,7.523056
391,2019,139,B,1598,4011,5,1775,-1,HATCHBACK_5_DOORS,170,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ea09d65f9a24757d3c6200c7/cattouchret,BMW,i3,,,,,,,18.256083,7.5229893
392,2017,118,C,1410,4461,2,1854,-1,COUPE,410,4000000,2,http://avatars.mds.yandex.net/get-verba/937147/2a0000016e40de7b578755d8bf99449385a4/cattouchret,BMW,M2,,,,,,,-0.450591,13.895832
393,2014,121,D,1383,4671,2,1870,-1,COUPE,431,3500000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ceb0b66a62e96780e4bb7ca2f/cattouchret,BMW,M4,,,,,,,-9.587406,2.338485
394,2016,121,D,1383,4671,2,1870,-1,COUPE,431,5000000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ceb0b66a62e96780e4bb7ca2f/cattouchret,BMW,M4,,,,,,,-9.587404,2.3384855
395,2018,145,D,1383,4671,2,1870,-1,COUPE,450,6000000,1,http://avatars.mds.yandex.net/get-verba/1604130/2a0000017009adb35ad4a5abce7b6398af51/cattouchret,BMW,M4,,,,,,,-9.570248,2.329537
396,2012,117,E,1467,4910,4,2119,-1,SEDAN,560,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d390d9cea3a72b629ebb02710/cattouchret,BMW,M5,,,,,,,-12.628109,-1.9945263
397,2013,117,E,1456,4910,4,1891,-1,SEDAN,560,3500000,1,http://avatars.mds.yandex.net/get-verba/1540742/2a00000175ac5b4b7b92f44e47752571882a/cattouchret,BMW,M5,,,,,,,-12.998934,-1.8045691
398,2018,132,E,1473,4965,4,1903,-1,SEDAN,600,7500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160984840410e310d545cdba95902/cattouchret,BMW,M5,,,,,,,-13.010355,-1.9452693
399,2013,107,E,1368,4898,2,1899,-1,COUPE,560,4000000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609ce74d7ae08b36fbd163791168/cattouchret,BMW,M6,,,,,,,-13.022617,-1.6725363
400,2010,195,J,1545,4454,5,1798,-1,ALLROAD_5_DOORS,204,1200000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a33fd24ee117d7b425e570806/cattouchret,BMW,X1,,,,,,,8.127323,0.2513169
401,2011,195,J,1545,4454,5,1798,-1,ALLROAD_5_DOORS,204,1100000,9,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a33fd24ee117d7b425e570806/cattouchret,BMW,X1,,,,,,,8.127326,0.25136727
402,2012,195,J,1545,4477,5,1798,-1,ALLROAD_5_DOORS,150,1100000,14,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d51ed1c80432a514abecb63c7/cattouchret,BMW,X1,,,,,,,7.260129,-0.33317903
403,2013,195,J,1545,4477,5,1798,-1,ALLROAD_5_DOORS,150,1300000,8,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d51ed1c80432a514abecb63c7/cattouchret,BMW,X1,,,,,,,7.260061,-0.33395916
404,2014,195,J,1545,4477,5,1798,-1,ALLROAD_5_DOORS,150,1400000,5,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d51ed1c80432a514abecb63c7/cattouchret,BMW,X1,,,,,,,7.260056,-0.33395952
405,2016,183,J,1598,4439,5,1821,-1,ALLROAD_5_DOORS,140,2400000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609393336a9b74a602804ac52d95/cattouchret,BMW,X1,,,,,,,9.49806,-2.2866445
406,2017,183,J,1598,4439,5,1821,-1,ALLROAD_5_DOORS,140,2300000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609393336a9b74a602804ac52d95/cattouchret,BMW,X1,,,,,,,9.498057,-2.2866452
407,2018,183,J,1598,4439,5,1821,-1,ALLROAD_5_DOORS,140,2600000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609393336a9b74a602804ac52d95/cattouchret,BMW,X1,,,,,,,9.49805,-2.2867777
408,2019,183,J,1598,4447,5,1821,-1,ALLROAD_5_DOORS,140,2800000,2,http://avatars.mds.yandex.net/get-verba/1672712/2a0000016b12158062366e600dd4a01eb601/cattouchret,BMW,X1,,,,,,,9.405489,-2.3069456
409,2020,183,J,1598,4447,5,1821,-1,ALLROAD_5_DOORS,140,3000000,3,http://avatars.mds.yandex.net/get-verba/1672712/2a0000016b12158062366e600dd4a01eb601/cattouchret,BMW,X1,,,,,,,9.40549,-2.306944
410,2018,182,J,1526,4360,5,1824,-1,ALLROAD_5_DOORS,140,2700000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001608ffabe315d71052614cb49850f/cattouchret,BMW,X2,,,,,,,9.162866,3.926966
411,2020,182,J,1526,4360,5,1824,-1,ALLROAD_5_DOORS,140,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001608ffabe315d71052614cb49850f/cattouchret,BMW,X2,,,,,,,9.163064,3.926412
412,2010,212,J,1661,4648,5,1881,-1,ALLROAD_5_DOORS,184,900000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c53650dca60d26e216c1cfbe4/cattouchret,BMW,X3,,,,,,,3.9894373,-10.646326
413,2011,212,J,1661,4648,5,1881,-1,ALLROAD_5_DOORS,184,1600000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c53650dca60d26e216c1cfbe4/cattouchret,BMW,X3,,,,,,,3.9893844,-10.646254
414,2012,212,J,1661,4648,5,1881,-1,ALLROAD_5_DOORS,184,1600000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c53650dca60d26e216c1cfbe4/cattouchret,BMW,X3,,,,,,,3.9893842,-10.646253
415,2013,212,J,1661,4648,5,1881,-1,ALLROAD_5_DOORS,184,1700000,15,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c53650dca60d26e216c1cfbe4/cattouchret,BMW,X3,,,,,,,3.9893835,-10.646253
416,2014,204,J,1661,4657,5,1881,-1,ALLROAD_5_DOORS,190,2300000,14,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3a6ef0a7051bbd0fbad4f42f/cattouchret,BMW,X3,,,,,,,3.73769,-10.707113
